pagina	pregunta	incisos
561	proposito	d
561	informacion_presentada	a
561	vision	d
561	consecuencias	c
561	que_muestra	c
561	intencion	b
561	localizacion_problema	a
561	involucrados	c
561	formalidad	a
561	nivel_educacion	b
561	tono	b
561	emociones	g
561	tipo_entidad	h
561	origen_entidad	b
561	proposito	d
561	informacion_presentada	a
561	vision	d
561	consecuencias	c
561	que_muestra	c
561	intencion	a
561	localizacion_problema	b
561	involucrados	f e c
561	formalidad	a
561	nivel_educacion	b
561	tono	b
561	emociones	g
80	tipo_entidad	h
80	origen_entidad	b
80	proposito	d
80	informacion_presentada	a
80	vision	d
80	consecuencias	c
80	que_muestra	d
80	intencion	b
80	localizacion_problema	b
80	involucrados	c
80	formalidad	a
80	nivel_educacion	b
80	tono	b
80	emociones	e
80	tipo_entidad	h
80	origen_entidad	b
80	proposito	d
80	informacion_presentada	a
80	vision	d
80	consecuencias	c
80	que_muestra	c
80	intencion	a
80	localizacion_problema	b
80	involucrados	b f
80	formalidad	a
80	nivel_educacion	b
80	tono	b
80	emociones	a
80	tipo_entidad	h
80	origen_entidad	b
80	proposito	d
80	informacion_presentada	a
80	vision	d
80	consecuencias	c
80	que_muestra	c
80	intencion	b
80	localizacion_problema	c
80	involucrados	c
80	formalidad	a
80	nivel_educacion	b
80	tono	a
80	emociones	a
5	tipo_entidad	h
5	origen_entidad	b
5	proposito	d
5	informacion_presentada	a
5	vision	d
5	consecuencias	c
5	que_muestra	c
5	intencion	a
5	localizacion_problema	b
5	involucrados	f g e c d
5	formalidad	a
5	nivel_educacion	b
5	tono	b
5	emociones	g
5	tipo_entidad	g
5	origen_entidad	b
5	proposito	d
5	informacion_presentada	a
5	vision	d
5	consecuencias	c
5	que_muestra	c
5	intencion	b
5	localizacion_problema	c
5	involucrados	f g e c
5	formalidad	a
5	nivel_educacion	b
5	tono	b
5	emociones	g
5	tipo_entidad	c
5	origen_entidad	b
5	proposito	c d
5	informacion_presentada	a
5	vision	d
5	consecuencias	c
5	que_muestra	c
5	intencion	a
5	localizacion_problema	b
5	involucrados	f g e c
5	formalidad	a
5	nivel_educacion	b
5	tono	a
5	emociones	e
586	tipo_entidad	b
586	origen_entidad	b
586	proposito	d
586	informacion_presentada	a
586	vision	d
586	consecuencias	a
586	que_muestra	d
586	intencion	c
586	localizacion_problema	b
586	involucrados	b g e c
586	formalidad	a
586	nivel_educacion	b
586	tono	a
586	emociones	e
586	tipo_entidad	b
586	origen_entidad	b
586	proposito	d
586	informacion_presentada	a
586	vision	d
586	consecuencias	a
586	que_muestra	d
586	intencion	b
586	localizacion_problema	b
586	involucrados	b e c
586	formalidad	a
586	nivel_educacion	b
586	tono	b
586	emociones	h
586	tipo_entidad	b
586	origen_entidad	b
586	proposito	d
586	informacion_presentada	a
586	vision	d
586	consecuencias	a
586	que_muestra	d
586	intencion	a
586	localizacion_problema	b
586	involucrados	b c
586	formalidad	a
586	nivel_educacion	b
586	tono	b
586	emociones	h
234	tipo_entidad	h
234	origen_entidad	b
234	proposito	d
234	informacion_presentada	a
234	vision	d
234	consecuencias	c
234	que_muestra	c
234	intencion	a
234	localizacion_problema	c
234	involucrados	f g c
234	formalidad	a
234	nivel_educacion	b
234	tono	b
234	emociones	h
234	tipo_entidad	h
234	origen_entidad	b
234	proposito	d
234	informacion_presentada	a
234	vision	d
234	consecuencias	c
234	que_muestra	c
234	intencion	b
234	localizacion_problema	b
234	involucrados	c
234	formalidad	a
234	nivel_educacion	b
234	tono	b
234	emociones	h
234	tipo_entidad	h
234	origen_entidad	b
234	proposito	d
234	informacion_presentada	a
234	vision	d
234	consecuencias	c
234	que_muestra	c
234	intencion	a
234	localizacion_problema	b
234	involucrados	c
234	formalidad	a
234	nivel_educacion	b
234	tono	b
234	emociones	h
339	tipo_entidad	h
339	origen_entidad	b
339	proposito	d
339	informacion_presentada	a
339	vision	d
339	consecuencias	c
339	que_muestra	c
339	intencion	a
339	localizacion_problema	b
339	involucrados	f g e d
339	formalidad	a
339	nivel_educacion	b
339	tono	b
339	emociones	h
339	tipo_entidad	h
339	origen_entidad	b
339	proposito	d
339	informacion_presentada	a
339	vision	d
339	consecuencias	c
339	que_muestra	c
339	intencion	e
339	localizacion_problema	b
339	involucrados	f e c d
339	formalidad	a
339	nivel_educacion	b
339	tono	b
339	emociones	e
339	tipo_entidad	h
339	origen_entidad	b
339	proposito	d
339	informacion_presentada	a
339	vision	d
339	consecuencias	c
339	que_muestra	c
339	intencion	c
339	localizacion_problema	b
339	involucrados	a f g b
339	formalidad	a
339	nivel_educacion	b
339	tono	b
339	emociones	f
408	tipo_entidad	h
408	origen_entidad	b
408	proposito	c
408	informacion_presentada	a
408	vision	d
408	consecuencias	c
408	que_muestra	c
408	intencion	a
408	localizacion_problema	a
408	involucrados	f e c d
408	formalidad	a
408	nivel_educacion	c
408	tono	b
408	emociones	g
408	tipo_entidad	h
408	origen_entidad	b
408	proposito	b c d
408	informacion_presentada	a
408	vision	d
408	consecuencias	c
408	que_muestra	c
408	intencion	a
408	localizacion_problema	b
408	involucrados	a g f
408	formalidad	a
408	nivel_educacion	c
408	tono	b
408	emociones	a
408	tipo_entidad	h
408	origen_entidad	b
408	proposito	a h d
408	informacion_presentada	a
408	vision	d
408	consecuencias	a
408	que_muestra	a
408	intencion	a
408	localizacion_problema	b
408	involucrados	a c f
408	formalidad	a
408	nivel_educacion	b
408	tono	b
408	emociones	b
577	tipo_entidad	b
577	origen_entidad	b
577	proposito	d
577	informacion_presentada	a
577	vision	d
577	consecuencias	a
577	que_muestra	d
577	intencion	a
577	localizacion_problema	b
577	involucrados	f
577	formalidad	a
577	nivel_educacion	b
577	tono	a
577	emociones	h
577	tipo_entidad	b
577	origen_entidad	b
577	proposito	d
577	informacion_presentada	a
577	vision	d
577	consecuencias	a
577	que_muestra	d
577	intencion	b
577	localizacion_problema	c
577	involucrados	b g f d
577	formalidad	a
577	nivel_educacion	b
577	tono	a
577	emociones	f
577	tipo_entidad	b
577	origen_entidad	b
577	proposito	d
577	informacion_presentada	a
577	vision	d
577	consecuencias	d
577	que_muestra	d
577	intencion	a
577	localizacion_problema	b
577	involucrados	c
577	formalidad	a
577	nivel_educacion	b
577	tono	a
577	emociones	h
483	tipo_entidad	a
483	origen_entidad	b
483	proposito	c
483	informacion_presentada	a
483	vision	a
483	consecuencias	c
483	que_muestra	c
483	intencion	a
483	localizacion_problema	b
483	involucrados	a g b
483	formalidad	a
483	nivel_educacion	b
483	tono	b
483	emociones	h
483	tipo_entidad	a
483	origen_entidad	a
483	proposito	c
483	informacion_presentada	a
483	vision	a
483	consecuencias	c
483	que_muestra	b
483	intencion	a
483	localizacion_problema	a
483	involucrados	a f d
483	formalidad	a
483	nivel_educacion	b
483	tono	b
483	emociones	e
483	tipo_entidad	a
483	origen_entidad	b
483	proposito	c
483	informacion_presentada	a
483	vision	a
483	consecuencias	c
483	que_muestra	b
483	intencion	a
483	localizacion_problema	b
483	involucrados	b
483	formalidad	a
483	nivel_educacion	b
483	tono	b
483	emociones	g
368	tipo_entidad	h
368	origen_entidad	b
368	proposito	b
368	informacion_presentada	a
368	vision	d
368	consecuencias	c
368	que_muestra	d
368	intencion	e
368	localizacion_problema	c
368	involucrados	c
368	formalidad	a
368	nivel_educacion	b
368	tono	b
368	emociones	h
368	tipo_entidad	h
368	origen_entidad	b
368	proposito	b
368	informacion_presentada	a
368	vision	d
368	consecuencias	c
368	que_muestra	d
368	intencion	c
368	localizacion_problema	c
368	involucrados	e
368	formalidad	a
368	nivel_educacion	b
368	tono	b
368	emociones	g
368	tipo_entidad	h
368	origen_entidad	b
368	proposito	d
368	informacion_presentada	a
368	vision	d
368	consecuencias	c
368	que_muestra	d
368	intencion	b
368	localizacion_problema	c
368	involucrados	c
368	formalidad	a
368	nivel_educacion	b
368	tono	b
368	emociones	g
476	tipo_entidad	h
476	origen_entidad	b
476	proposito	i h d
476	informacion_presentada	a
476	vision	d
476	consecuencias	d
476	que_muestra	c
476	intencion	a
476	localizacion_problema	b
476	involucrados	f d
476	formalidad	a
476	nivel_educacion	b
476	tono	b
476	emociones	h
476	tipo_entidad	h
476	origen_entidad	b
476	proposito	g d
476	informacion_presentada	a
476	vision	d
476	consecuencias	a
476	que_muestra	c
476	intencion	a
476	localizacion_problema	b
476	involucrados	e c d
476	formalidad	a
476	nivel_educacion	b
476	tono	a
476	emociones	h
476	tipo_entidad	h
476	origen_entidad	a
476	proposito	g d
476	informacion_presentada	a
476	vision	d
476	consecuencias	c
476	que_muestra	d
476	intencion	a
476	localizacion_problema	b
476	involucrados	g e
476	formalidad	a
476	nivel_educacion	b
476	tono	b
476	emociones	g
150	tipo_entidad	b
150	origen_entidad	a
150	proposito	d
150	informacion_presentada	a
150	vision	d
150	consecuencias	a
150	que_muestra	d
150	intencion	b
150	localizacion_problema	c
150	involucrados	f e d
150	formalidad	a
150	nivel_educacion	b
150	tono	a
150	emociones	h
150	tipo_entidad	b
150	origen_entidad	a
150	proposito	d
150	informacion_presentada	a
150	vision	d
150	consecuencias	d
150	que_muestra	c
150	intencion	b
150	localizacion_problema	c
150	involucrados	e
150	formalidad	a
150	nivel_educacion	b
150	tono	a
150	emociones	h
150	tipo_entidad	b
150	origen_entidad	a
150	proposito	d
150	informacion_presentada	a
150	vision	d
150	consecuencias	a
150	que_muestra	d
150	intencion	b
150	localizacion_problema	b
150	involucrados	f e d
150	formalidad	a
150	nivel_educacion	b
150	tono	a
150	emociones	g
537	tipo_entidad	b
537	origen_entidad	a
537	proposito	d
537	informacion_presentada	a
537	vision	d
537	consecuencias	a
537	que_muestra	c
537	intencion	c
537	localizacion_problema	b
537	involucrados	a
537	formalidad	a
537	nivel_educacion	b
537	tono	a
537	emociones	h
537	tipo_entidad	b
537	origen_entidad	b
537	proposito	d
537	informacion_presentada	a
537	vision	a b d
537	consecuencias	b
537	que_muestra	c
537	intencion	b
537	localizacion_problema	b
537	involucrados	b
537	formalidad	a
537	nivel_educacion	b
537	tono	a
537	emociones	h
537	tipo_entidad	b
537	origen_entidad	b
537	proposito	d
537	informacion_presentada	a
537	vision	d
537	consecuencias	c
537	que_muestra	c
537	intencion	c
537	localizacion_problema	c
537	involucrados	f
537	formalidad	a
537	nivel_educacion	b
537	tono	b
537	emociones	g
229	tipo_entidad	h
229	origen_entidad	b
229	proposito	d
229	informacion_presentada	a
229	vision	d
229	consecuencias	c
229	que_muestra	c
229	intencion	a
229	localizacion_problema	b
229	involucrados	c
229	formalidad	a
229	nivel_educacion	b
229	tono	a
229	emociones	h
229	tipo_entidad	h
229	origen_entidad	b
229	proposito	d
229	informacion_presentada	a
229	vision	d
229	consecuencias	d
229	que_muestra	d
229	intencion	a
229	localizacion_problema	b
229	involucrados	c
229	formalidad	a
229	nivel_educacion	b
229	tono	a
229	emociones	g
229	tipo_entidad	h
229	origen_entidad	b
229	proposito	d
229	informacion_presentada	a
229	vision	d
229	consecuencias	c
229	que_muestra	c
229	intencion	b
229	localizacion_problema	b
229	involucrados	b
229	formalidad	a
229	nivel_educacion	b
229	tono	b
229	emociones	h
365	tipo_entidad	h
365	origen_entidad	b
365	proposito	d
365	informacion_presentada	a
365	vision	d
365	consecuencias	d
365	que_muestra	d
365	intencion	b
365	localizacion_problema	c
365	involucrados	c
365	formalidad	a
365	nivel_educacion	b
365	tono	b
365	emociones	h
365	tipo_entidad	h
365	origen_entidad	b
365	proposito	d
365	informacion_presentada	a
365	vision	d
365	consecuencias	d
365	que_muestra	d
365	intencion	c
365	localizacion_problema	c
365	involucrados	b
365	formalidad	a
365	nivel_educacion	b
365	tono	a
365	emociones	h
365	tipo_entidad	h
365	origen_entidad	b
365	proposito	d
365	informacion_presentada	a
365	vision	d
365	consecuencias	d
365	que_muestra	d
365	intencion	c
365	localizacion_problema	c
365	involucrados	c
365	formalidad	a
365	nivel_educacion	b
365	tono	a
365	emociones	g
110	tipo_entidad	h
110	origen_entidad	b
110	proposito	d
110	informacion_presentada	a
110	vision	d
110	consecuencias	c
110	que_muestra	c
110	intencion	a
110	localizacion_problema	b
110	involucrados	f d
110	formalidad	a
110	nivel_educacion	b
110	tono	b
110	emociones	h
110	tipo_entidad	h
110	origen_entidad	b
110	proposito	d
110	informacion_presentada	a
110	vision	d
110	consecuencias	c
110	que_muestra	c
110	intencion	a
110	localizacion_problema	b
110	involucrados	a c f
110	formalidad	a
110	nivel_educacion	b
110	tono	b
110	emociones	g
110	tipo_entidad	h
110	origen_entidad	b
110	proposito	d
110	informacion_presentada	a
110	vision	d
110	consecuencias	c
110	que_muestra	c
110	intencion	a
110	localizacion_problema	b
110	involucrados	b e c d
110	formalidad	a
110	nivel_educacion	b
110	tono	b
110	emociones	e
562	tipo_entidad	h
562	origen_entidad	b
562	proposito	d
562	informacion_presentada	a
562	vision	d
562	consecuencias	c
562	que_muestra	d
562	intencion	a
562	localizacion_problema	b
562	involucrados	c
562	formalidad	a
562	nivel_educacion	b
562	tono	b
562	emociones	g
562	tipo_entidad	h
562	origen_entidad	b
562	proposito	c
562	informacion_presentada	a
562	vision	d
562	consecuencias	c
562	que_muestra	d
562	intencion	a
562	localizacion_problema	b
562	involucrados	a f b
562	formalidad	a
562	nivel_educacion	b
562	tono	b
562	emociones	h
562	tipo_entidad	h
562	origen_entidad	b
562	proposito	c d
562	informacion_presentada	a
562	vision	d
562	consecuencias	c
562	que_muestra	d
562	intencion	a
562	localizacion_problema	b
562	involucrados	b
562	formalidad	a
562	nivel_educacion	b
562	tono	b
562	emociones	g
7	tipo_entidad	b
7	origen_entidad	a
7	proposito	d
7	informacion_presentada	a
7	vision	d
7	consecuencias	a
7	que_muestra	b
7	intencion	a
7	localizacion_problema	b
7	involucrados	b
7	formalidad	a
7	nivel_educacion	b
7	tono	b
7	emociones	h
7	tipo_entidad	b
7	origen_entidad	a
7	proposito	b
7	informacion_presentada	a
7	vision	d
7	consecuencias	a
7	que_muestra	b
7	intencion	b
7	localizacion_problema	b
7	involucrados	b
7	formalidad	a
7	nivel_educacion	b
7	tono	a
7	emociones	f
7	tipo_entidad	b
7	origen_entidad	a
7	proposito	d
7	informacion_presentada	a
7	vision	d
7	consecuencias	a
7	que_muestra	d
7	intencion	a
7	localizacion_problema	b
7	involucrados	e
7	formalidad	a
7	nivel_educacion	b
7	tono	a
7	emociones	h
402	tipo_entidad	b
402	origen_entidad	a
402	proposito	g d
402	informacion_presentada	a
402	vision	a
402	consecuencias	c
402	que_muestra	c
402	intencion	c
402	localizacion_problema	b
402	involucrados	f
402	formalidad	a
402	nivel_educacion	d
402	tono	a
402	emociones	h
402	tipo_entidad	b
402	origen_entidad	a
402	proposito	d
402	informacion_presentada	a
402	vision	d
402	consecuencias	c
402	que_muestra	c
402	intencion	a
402	localizacion_problema	b
402	involucrados	f h
402	formalidad	a
402	nivel_educacion	a
402	tono	a
402	emociones	g e
402	tipo_entidad	b
402	origen_entidad	a
402	proposito	d
402	informacion_presentada	a
402	vision	d
402	consecuencias	c
402	que_muestra	c
402	intencion	a
402	localizacion_problema	b
402	involucrados	a g e f
402	formalidad	a
402	nivel_educacion	b
402	tono	b
402	emociones	g
180	tipo_entidad	h
180	origen_entidad	b
180	proposito	e c d
180	informacion_presentada	a
180	vision	d
180	consecuencias	c
180	que_muestra	d
180	intencion	a
180	localizacion_problema	b
180	involucrados	c
180	formalidad	a
180	nivel_educacion	b
180	tono	b
180	emociones	h
180	tipo_entidad	h
180	origen_entidad	b
180	proposito	d
180	informacion_presentada	a
180	vision	d
180	consecuencias	c
180	que_muestra	c
180	intencion	e
180	localizacion_problema	c
180	involucrados	g e c d
180	formalidad	a
180	nivel_educacion	b
180	tono	b
180	emociones	g
180	tipo_entidad	h
180	origen_entidad	b
180	proposito	c
180	informacion_presentada	a
180	vision	d
180	consecuencias	c
180	que_muestra	c
180	intencion	a
180	localizacion_problema	a
180	involucrados	f e c d
180	formalidad	a
180	nivel_educacion	b
180	tono	b
180	emociones	h
270	tipo_entidad	b
270	origen_entidad	b
270	proposito	d
270	informacion_presentada	a
270	vision	d
270	consecuencias	a
270	que_muestra	a
270	intencion	a
270	localizacion_problema	b
270	involucrados	a f h b
270	formalidad	a
270	nivel_educacion	b
270	tono	b
270	emociones	h
270	tipo_entidad	b
270	origen_entidad	b
270	proposito	d
270	informacion_presentada	a
270	vision	d
270	consecuencias	a
270	que_muestra	d
270	intencion	b
270	localizacion_problema	b
270	involucrados	a
270	formalidad	a
270	nivel_educacion	b
270	tono	a
270	emociones	g
270	tipo_entidad	b
270	origen_entidad	b
270	proposito	d
270	informacion_presentada	a
270	vision	d
270	consecuencias	a
270	que_muestra	a
270	intencion	e
270	localizacion_problema	b
270	involucrados	e d
270	formalidad	a
270	nivel_educacion	b
270	tono	a
270	emociones	h
416	tipo_entidad	b
416	origen_entidad	b
416	proposito	d
416	informacion_presentada	a
416	vision	a
416	consecuencias	c
416	que_muestra	c
416	intencion	a
416	localizacion_problema	b
416	involucrados	b f
416	formalidad	a
416	nivel_educacion	b
416	tono	b
416	emociones	h
416	tipo_entidad	b
416	origen_entidad	b
416	proposito	c d
416	informacion_presentada	a
416	vision	a
416	consecuencias	c
416	que_muestra	c
416	intencion	a
416	localizacion_problema	b
416	involucrados	f e
416	formalidad	a
416	nivel_educacion	b
416	tono	b
416	emociones	c
416	tipo_entidad	b
416	origen_entidad	a
416	proposito	g d
416	informacion_presentada	a
416	vision	a
416	consecuencias	c
416	que_muestra	c
416	intencion	a
416	localizacion_problema	a
416	involucrados	f e c
416	formalidad	a
416	nivel_educacion	b
416	tono	b
416	emociones	h
107	tipo_entidad	h
107	origen_entidad	b
107	proposito	e
107	informacion_presentada	a
107	vision	d
107	consecuencias	c
107	que_muestra	d
107	intencion	a
107	localizacion_problema	b
107	involucrados	e c
107	formalidad	a
107	nivel_educacion	b
107	tono	b
107	emociones	h
107	tipo_entidad	h
107	origen_entidad	b
107	proposito	d
107	informacion_presentada	a
107	vision	d
107	consecuencias	c
107	que_muestra	d
107	intencion	b
107	localizacion_problema	c
107	involucrados	c
107	formalidad	a
107	nivel_educacion	b
107	tono	b
107	emociones	h
107	tipo_entidad	h
107	origen_entidad	b
107	proposito	d
107	informacion_presentada	a b
107	vision	d
107	consecuencias	a c b
107	que_muestra	d
107	intencion	a
107	localizacion_problema	a
107	involucrados	c
107	formalidad	a
107	nivel_educacion	b
107	tono	b
107	emociones	h
357	tipo_entidad	h
357	origen_entidad	b
357	proposito	d
357	informacion_presentada	a
357	vision	d
357	consecuencias	d
357	que_muestra	c
357	intencion	a
357	localizacion_problema	c
357	involucrados	e
357	formalidad	a
357	nivel_educacion	b
357	tono	b
357	emociones	b
357	tipo_entidad	h
357	origen_entidad	b
357	proposito	d
357	informacion_presentada	a
357	vision	d
357	consecuencias	c
357	que_muestra	d
357	intencion	a
357	localizacion_problema	c
357	involucrados	a c b
357	formalidad	a
357	nivel_educacion	b
357	tono	b
357	emociones	f a b c d
357	tipo_entidad	h
357	origen_entidad	b
357	proposito	d
357	informacion_presentada	a
357	vision	d
357	consecuencias	c
357	que_muestra	b
357	intencion	b
357	localizacion_problema	c
357	involucrados	f
357	formalidad	a
357	nivel_educacion	b
357	tono	b
357	emociones	h
49	tipo_entidad	b
49	origen_entidad	a
49	proposito	d
49	informacion_presentada	a
49	vision	c
49	consecuencias	d
49	que_muestra	c
49	intencion	b
49	localizacion_problema	c
49	involucrados	f e
49	formalidad	a
49	nivel_educacion	b
49	tono	b
49	emociones	a h c
49	tipo_entidad	b
49	origen_entidad	a
49	proposito	d
49	informacion_presentada	a
49	vision	d
49	consecuencias	d
49	que_muestra	c
49	intencion	b
49	localizacion_problema	c
49	involucrados	b
49	formalidad	a
49	nivel_educacion	b
49	tono	a
49	emociones	h
49	tipo_entidad	b
49	origen_entidad	a
49	proposito	d
49	informacion_presentada	a
49	vision	d
49	consecuencias	d
49	que_muestra	a
49	intencion	a
49	localizacion_problema	b
49	involucrados	b
49	formalidad	a
49	nivel_educacion	b
49	tono	a
49	emociones	h
513	tipo_entidad	h
513	origen_entidad	b
513	proposito	d
513	informacion_presentada	a
513	vision	d
513	que_muestra	c
513	intencion	a
513	localizacion_problema	c
513	involucrados	f c
513	formalidad	a
513	nivel_educacion	b
513	tono	b
513	emociones	h
513	tipo_entidad	h
513	origen_entidad	b
513	proposito	c
513	informacion_presentada	a
513	vision	d
513	consecuencias	d
513	que_muestra	b
513	intencion	b
513	localizacion_problema	c
513	involucrados	c
513	formalidad	a
513	nivel_educacion	b
513	tono	b
513	emociones	g
513	tipo_entidad	h
513	origen_entidad	b
513	proposito	d
513	informacion_presentada	a
513	vision	d
513	consecuencias	c
513	que_muestra	d
513	intencion	b
513	localizacion_problema	b
513	involucrados	f e c
513	formalidad	a
513	nivel_educacion	b
513	tono	b
513	emociones	e
165	tipo_entidad	b
165	origen_entidad	a
165	proposito	d
165	informacion_presentada	a
165	vision	d
165	consecuencias	a
165	que_muestra	a
165	intencion	a
165	localizacion_problema	b
165	involucrados	a f b
165	formalidad	a
165	nivel_educacion	b
165	tono	a
165	emociones	e
165	tipo_entidad	b
165	origen_entidad	a
165	proposito	d
165	informacion_presentada	a
165	vision	d
165	consecuencias	c
165	que_muestra	c
165	intencion	a
165	localizacion_problema	c
165	involucrados	e
165	formalidad	a
165	nivel_educacion	b
165	tono	a
165	emociones	h
165	tipo_entidad	b
165	origen_entidad	a
165	proposito	d
165	informacion_presentada	a
165	vision	d
165	consecuencias	a
165	que_muestra	c
165	intencion	c
165	localizacion_problema	b
165	involucrados	e
165	formalidad	a
165	nivel_educacion	b
165	tono	a
165	emociones	h
140	tipo_entidad	h
140	origen_entidad	b
140	proposito	d
140	informacion_presentada	a
140	vision	d
140	consecuencias	a
140	que_muestra	a
140	intencion	a
140	localizacion_problema	b
140	involucrados	c
140	formalidad	a
140	nivel_educacion	b
140	tono	a
140	emociones	h
140	tipo_entidad	h
140	origen_entidad	b
140	proposito	d
140	informacion_presentada	a
140	vision	d
140	consecuencias	d
140	que_muestra	c
140	intencion	c
140	localizacion_problema	c
140	involucrados	c
140	formalidad	a
140	nivel_educacion	b
140	tono	a
140	emociones	a
140	tipo_entidad	h
140	origen_entidad	b
140	proposito	d
140	informacion_presentada	a
140	vision	d
140	consecuencias	c
140	que_muestra	d
140	intencion	c
140	localizacion_problema	b
140	involucrados	c
140	formalidad	a
140	nivel_educacion	b
140	tono	a
140	emociones	h
384	tipo_entidad	b
384	origen_entidad	b
384	proposito	d
384	informacion_presentada	a
384	vision	d
384	consecuencias	c
384	que_muestra	c
384	intencion	c
384	localizacion_problema	c
384	involucrados	c
384	formalidad	a
384	nivel_educacion	b
384	tono	b
384	emociones	h
384	tipo_entidad	b
384	origen_entidad	b
384	proposito	d
384	informacion_presentada	a
384	vision	d
384	consecuencias	c
384	que_muestra	d
384	intencion	c
384	localizacion_problema	b
384	involucrados	c
384	formalidad	a
384	nivel_educacion	b
384	tono	b
384	emociones	h
384	tipo_entidad	b
384	origen_entidad	b
384	proposito	d
384	informacion_presentada	a
384	vision	d
384	consecuencias	c
384	que_muestra	d
384	intencion	c
384	localizacion_problema	b
384	involucrados	g
384	formalidad	a
384	nivel_educacion	b
384	tono	b
384	emociones	h
123	tipo_entidad	b
123	origen_entidad	b
123	proposito	b
123	informacion_presentada	a
123	vision	d
123	consecuencias	c
123	que_muestra	c
123	intencion	a
123	localizacion_problema	b
123	involucrados	f e c d
123	formalidad	a
123	nivel_educacion	b
123	tono	a
123	emociones	f
123	tipo_entidad	b
123	origen_entidad	b
123	proposito	b
123	informacion_presentada	a
123	vision	d
123	consecuencias	c
123	que_muestra	c
123	intencion	c
123	localizacion_problema	b
123	involucrados	c
123	formalidad	a
123	nivel_educacion	b
123	tono	a
123	emociones	a
123	tipo_entidad	b
123	origen_entidad	a
123	proposito	d
123	informacion_presentada	a
123	vision	d
123	consecuencias	b
123	que_muestra	c
123	intencion	c
123	localizacion_problema	a
123	involucrados	b g e f
123	formalidad	a
123	nivel_educacion	b
123	tono	a
123	emociones	g
53	tipo_entidad	a
53	origen_entidad	b
53	proposito	d
53	informacion_presentada	a
53	vision	d
53	consecuencias	d
53	que_muestra	c
53	intencion	c
53	localizacion_problema	c
53	involucrados	f g c d
53	formalidad	a
53	nivel_educacion	b
53	tono	a
53	emociones	h
53	tipo_entidad	h
53	origen_entidad	b
53	proposito	d
53	informacion_presentada	a
53	vision	d
53	consecuencias	d
53	que_muestra	c
53	intencion	c
53	localizacion_problema	a
53	involucrados	b
53	formalidad	a
53	nivel_educacion	b
53	tono	a
53	emociones	h
53	tipo_entidad	h
53	origen_entidad	b
53	proposito	a g c d
53	informacion_presentada	a
53	vision	d
53	consecuencias	d
53	que_muestra	c
53	intencion	c
53	localizacion_problema	b
53	involucrados	e
53	formalidad	a
53	nivel_educacion	b
53	tono	b
53	emociones	h
454	tipo_entidad	h
454	origen_entidad	b
454	proposito	d
454	informacion_presentada	a
454	vision	a
454	consecuencias	c
454	que_muestra	c
454	intencion	c
454	localizacion_problema	c
454	involucrados	c
454	formalidad	a
454	nivel_educacion	b
454	tono	b
454	emociones	h
454	tipo_entidad	h
454	origen_entidad	b
454	proposito	d
454	informacion_presentada	a
454	vision	a
454	consecuencias	a
454	que_muestra	c
454	intencion	c
454	localizacion_problema	b
454	involucrados	g c
454	formalidad	a
454	nivel_educacion	b
454	tono	b
454	emociones	h
454	tipo_entidad	h
454	origen_entidad	b
454	proposito	d
454	informacion_presentada	a
454	vision	a
454	consecuencias	c
454	que_muestra	c
454	intencion	c
454	localizacion_problema	b
454	involucrados	c
454	formalidad	a
454	nivel_educacion	b
454	tono	b
454	emociones	e
55	tipo_entidad	h
55	origen_entidad	b
55	proposito	d
55	informacion_presentada	a
55	vision	d
55	consecuencias	c
55	que_muestra	c
55	intencion	a
55	localizacion_problema	b
55	involucrados	b
55	formalidad	a
55	nivel_educacion	b
55	tono	a
55	emociones	h
55	tipo_entidad	h
55	origen_entidad	b
55	proposito	d
55	informacion_presentada	a
55	vision	d
55	consecuencias	c
55	que_muestra	c
55	intencion	a
55	localizacion_problema	b
55	involucrados	c
55	formalidad	a
55	nivel_educacion	b
55	tono	a
55	emociones	h
55	tipo_entidad	h
55	origen_entidad	b
55	proposito	d
55	informacion_presentada	a
55	vision	d
55	consecuencias	c
55	que_muestra	c
55	intencion	a
55	localizacion_problema	b
55	involucrados	f e
55	formalidad	a
55	nivel_educacion	b
55	tono	b
55	emociones	a
352	tipo_entidad	a
352	origen_entidad	b
352	proposito	d
352	informacion_presentada	a
352	vision	d
352	consecuencias	c
352	que_muestra	c
352	intencion	a
352	localizacion_problema	b
352	involucrados	f g e d
352	formalidad	a
352	nivel_educacion	b
352	tono	a
352	emociones	h
352	tipo_entidad	a
352	origen_entidad	b
352	proposito	d
352	informacion_presentada	a
352	vision	a d
352	consecuencias	c
352	que_muestra	c
352	intencion	a
352	localizacion_problema	b
352	involucrados	c
352	formalidad	a
352	nivel_educacion	b
352	tono	b
352	emociones	g
352	tipo_entidad	h
352	origen_entidad	b
352	proposito	b
352	informacion_presentada	a
352	vision	d
352	consecuencias	c
352	que_muestra	c
352	intencion	a
352	localizacion_problema	b
352	involucrados	e c
352	formalidad	a
352	nivel_educacion	b
352	tono	b
352	emociones	h
369	tipo_entidad	h
369	origen_entidad	b
369	proposito	a b d
369	informacion_presentada	a
369	vision	d
369	consecuencias	a c b
369	que_muestra	c
369	intencion	a
369	localizacion_problema	b
369	involucrados	c
369	formalidad	a
369	nivel_educacion	b
369	tono	b
369	emociones	a
369	tipo_entidad	h
369	origen_entidad	b
369	proposito	a b d
369	informacion_presentada	a
369	vision	d
369	consecuencias	a c b
369	que_muestra	c
369	intencion	a
369	localizacion_problema	c
369	involucrados	e
369	formalidad	a
